"Designator","Footprint","Mid X","Mid Y","Ref X","Ref Y","Pad X","Pad Y","Layer","Rotation","Comment"
"SP728","SEN_POINT_11P8x9-2","6.5mm","381mm","6.5mm","381mm","6.5mm","377mm","T","0.00","SEN_POINT"
"SP700","SEN_POINT_11P8x9-2","6.5mm","367mm","6.5mm","367mm","6.5mm","363mm","T","0.00","SEN_POINT"
"SP672","SEN_POINT_11P8x9-2","6.5mm","353mm","6.5mm","353mm","6.5mm","349mm","T","0.00","SEN_POINT"
"SP644","SEN_POINT_11P8x9-2","6.5mm","339mm","6.5mm","339mm","6.5mm","335mm","T","0.00","SEN_POINT"
"SP616","SEN_POINT_11P8x9-2","6.5mm","325mm","6.5mm","325mm","6.5mm","321mm","T","0.00","SEN_POINT"
"SP588","SEN_POINT_11P8x9-2","6.5mm","311mm","6.5mm","311mm","6.5mm","307mm","T","0.00","SEN_POINT"
"SP560","SEN_POINT_11P8x9-2","6.5mm","297mm","6.5mm","297mm","6.5mm","293mm","T","0.00","SEN_POINT"
"SP532","SEN_POINT_11P8x9-2","6.5mm","283mm","6.5mm","283mm","6.5mm","279mm","T","0.00","SEN_POINT"
"SP504","SEN_POINT_11P8x9-2","6.5mm","269mm","6.5mm","269mm","6.5mm","265mm","T","0.00","SEN_POINT"
"SP476","SEN_POINT_11P8x9-2","6.5mm","255mm","6.5mm","255mm","6.5mm","251mm","T","0.00","SEN_POINT"
"SP448","SEN_POINT_11P8x9-2","6.5mm","241mm","6.5mm","241mm","6.5mm","237mm","T","0.00","SEN_POINT"
"SP420","SEN_POINT_11P8x9-2","6.5mm","227mm","6.5mm","227mm","6.5mm","223mm","T","0.00","SEN_POINT"
"SP392","SEN_POINT_11P8x9-2","6.5mm","213mm","6.5mm","213mm","6.5mm","209mm","T","0.00","SEN_POINT"
"SP364","SEN_POINT_11P8x9-2","6.5mm","199mm","6.5mm","199mm","6.5mm","195mm","T","0.00","SEN_POINT"
"SP336","SEN_POINT_11P8x9-2","6.5mm","185mm","6.5mm","185mm","6.5mm","181mm","T","0.00","SEN_POINT"
"SP308","SEN_POINT_11P8x9-2","6.5mm","171mm","6.5mm","171mm","6.5mm","167mm","T","0.00","SEN_POINT"
"SP280","SEN_POINT_11P8x9-2","6.5mm","157mm","6.5mm","157mm","6.5mm","153mm","T","0.00","SEN_POINT"
"SP252","SEN_POINT_11P8x9-2","6.5mm","143mm","6.5mm","143mm","6.5mm","139mm","T","0.00","SEN_POINT"
"SP224","SEN_POINT_11P8x9-2","6.5mm","129mm","6.5mm","129mm","6.5mm","125mm","T","0.00","SEN_POINT"
"SP196","SEN_POINT_11P8x9-2","6.5mm","115mm","6.5mm","115mm","6.5mm","111mm","T","0.00","SEN_POINT"
"SP168","SEN_POINT_11P8x9-2","6.5mm","101mm","6.5mm","101mm","6.5mm","97mm","T","0.00","SEN_POINT"
"SP140","SEN_POINT_11P8x9-2","6.5mm","87mm","6.5mm","87mm","6.5mm","83mm","T","0.00","SEN_POINT"
"SP112","SEN_POINT_11P8x9-2","6.5mm","73mm","6.5mm","73mm","6.5mm","69mm","T","0.00","SEN_POINT"
"SP84","SEN_POINT_11P8x9-2","6.5mm","59mm","6.5mm","59mm","6.5mm","55mm","T","0.00","SEN_POINT"
"SP56","SEN_POINT_11P8x9-2","6.5mm","45mm","6.5mm","45mm","6.5mm","41mm","T","0.00","SEN_POINT"
"SP28","SEN_POINT_11P8x9-2","6.5mm","31mm","6.5mm","31mm","6.5mm","27mm","T","0.00","SEN_POINT"
"SP27","SEN_POINT_11P8x9-2","384.5mm","17mm","384.5mm","17mm","384.5mm","13mm","T","0.00","SEN_POINT"
"SP26","SEN_POINT_11P8x9-2","370.5mm","17mm","370.5mm","17mm","370.5mm","13mm","T","0.00","SEN_POINT"
"SP25","SEN_POINT_11P8x9-2","356.5mm","17mm","356.5mm","17mm","356.5mm","13mm","T","0.00","SEN_POINT"
"SP24","SEN_POINT_11P8x9-2","342.5mm","17mm","342.5mm","17mm","342.5mm","13mm","T","0.00","SEN_POINT"
"SP23","SEN_POINT_11P8x9-2","328.5mm","17mm","328.5mm","17mm","328.5mm","13mm","T","0.00","SEN_POINT"
"SP22","SEN_POINT_11P8x9-2","314.5mm","17mm","314.5mm","17mm","314.5mm","13mm","T","0.00","SEN_POINT"
"SP21","SEN_POINT_11P8x9-2","300.5mm","17mm","300.5mm","17mm","300.5mm","13mm","T","0.00","SEN_POINT"
"SP20","SEN_POINT_11P8x9-2","286.5mm","17mm","286.5mm","17mm","286.5mm","13mm","T","0.00","SEN_POINT"
"SP19","SEN_POINT_11P8x9-2","272.5mm","17mm","272.5mm","17mm","272.5mm","13mm","T","0.00","SEN_POINT"
"SP18","SEN_POINT_11P8x9-2","258.5mm","17mm","258.5mm","17mm","258.5mm","13mm","T","0.00","SEN_POINT"
"SP17","SEN_POINT_11P8x9-2","244.5mm","17mm","244.5mm","17mm","244.5mm","13mm","T","0.00","SEN_POINT"
"SP16","SEN_POINT_11P8x9-2","230.5mm","17mm","230.5mm","17mm","230.5mm","13mm","T","0.00","SEN_POINT"
"SP15","SEN_POINT_11P8x9-2","216.5mm","17mm","216.5mm","17mm","216.5mm","13mm","T","0.00","SEN_POINT"
"SP14","SEN_POINT_11P8x9-2","202.5mm","17mm","202.5mm","17mm","202.5mm","13mm","T","0.00","SEN_POINT"
"SP13","SEN_POINT_11P8x9-2","188.5mm","17mm","188.5mm","17mm","188.5mm","13mm","T","0.00","SEN_POINT"
"SP12","SEN_POINT_11P8x9-2","174.5mm","17mm","174.5mm","17mm","174.5mm","13mm","T","0.00","SEN_POINT"
"SP11","SEN_POINT_11P8x9-2","160.5mm","17mm","160.5mm","17mm","160.5mm","13mm","T","0.00","SEN_POINT"
"SP10","SEN_POINT_11P8x9-2","146.5mm","17mm","146.5mm","17mm","146.5mm","13mm","T","0.00","SEN_POINT"
"SP9","SEN_POINT_11P8x9-2","132.5mm","17mm","132.5mm","17mm","132.5mm","13mm","T","0.00","SEN_POINT"
"SP8","SEN_POINT_11P8x9-2","118.5mm","17mm","118.5mm","17mm","118.5mm","13mm","T","0.00","SEN_POINT"
"SP7","SEN_POINT_11P8x9-2","104.5mm","17mm","104.5mm","17mm","104.5mm","13mm","T","0.00","SEN_POINT"
"SP6","SEN_POINT_11P8x9-2","90.5mm","17mm","90.5mm","17mm","90.5mm","13mm","T","0.00","SEN_POINT"
"SP5","SEN_POINT_11P8x9-2","76.5mm","17mm","76.5mm","17mm","76.5mm","13mm","T","0.00","SEN_POINT"
"SP4","SEN_POINT_11P8x9-2","62.5mm","17mm","62.5mm","17mm","62.5mm","13mm","T","0.00","SEN_POINT"
"SP3","SEN_POINT_11P8x9-2","48.5mm","17mm","48.5mm","17mm","48.5mm","13mm","T","0.00","SEN_POINT"
"SP2","SEN_POINT_11P8x9-2","34.5mm","17mm","34.5mm","17mm","34.5mm","13mm","T","0.00","SEN_POINT"
"SP1","SEN_POINT_11P8x9-2","20.5mm","17mm","20.5mm","17mm","20.5mm","13mm","T","0.00","SEN_POINT"
"SP0","SEN_POINT_11P8x9-2","6.5mm","17mm","6.5mm","17mm","6.5mm","13mm","T","0.00","SEN_POINT"
"LED0","LED_WS2812C-2020","6.5mm","10mm","6.5mm","10mm","7.5mm","9.5mm","T","360.00","WS2812C-2020"
"C0","C_1608","6.5mm","10mm","6.5mm","10mm","6.5mm","9.3mm","B","90.00","104"
"C1","C_1608","20.5mm","10mm","20.5mm","10mm","20.5mm","9.3mm","B","90.00","104"
"LED1","LED_WS2812C-2020","20.5mm","10mm","20.5mm","10mm","21.5mm","9.5mm","T","360.00","WS2812C-2020"
"LED2","LED_WS2812C-2020","34.5mm","10mm","34.5mm","10mm","35.5mm","9.5mm","T","360.00","WS2812C-2020"
"LED3","LED_WS2812C-2020","48.5mm","10mm","48.5mm","10mm","49.5mm","9.5mm","T","360.00","WS2812C-2020"
"LED4","LED_WS2812C-2020","62.5mm","10mm","62.5mm","10mm","63.5mm","9.5mm","T","360.00","WS2812C-2020"
"LED5","LED_WS2812C-2020","76.5mm","10mm","76.5mm","10mm","77.5mm","9.5mm","T","360.00","WS2812C-2020"
"LED6","LED_WS2812C-2020","90.5mm","10mm","90.5mm","10mm","91.5mm","9.5mm","T","360.00","WS2812C-2020"
"LED7","LED_WS2812C-2020","104.5mm","10mm","104.5mm","10mm","105.5mm","9.5mm","T","360.00","WS2812C-2020"
"LED8","LED_WS2812C-2020","118.5mm","10mm","118.5mm","10mm","119.5mm","9.5mm","T","360.00","WS2812C-2020"
"LED9","LED_WS2812C-2020","132.5mm","10mm","132.5mm","10mm","133.5mm","9.5mm","T","360.00","WS2812C-2020"
"LED10","LED_WS2812C-2020","146.5mm","10mm","146.5mm","10mm","147.5mm","9.5mm","T","360.00","WS2812C-2020"
"LED11","LED_WS2812C-2020","160.5mm","10mm","160.5mm","10mm","161.5mm","9.5mm","T","360.00","WS2812C-2020"
"LED12","LED_WS2812C-2020","174.5mm","10mm","174.5mm","10mm","175.5mm","9.5mm","T","360.00","WS2812C-2020"
"LED13","LED_WS2812C-2020","188.5mm","10mm","188.5mm","10mm","189.5mm","9.5mm","T","360.00","WS2812C-2020"
"LED14","LED_WS2812C-2020","202.5mm","10mm","202.5mm","10mm","203.5mm","9.5mm","T","360.00","WS2812C-2020"
"LED15","LED_WS2812C-2020","216.5mm","10mm","216.5mm","10mm","217.5mm","9.5mm","T","360.00","WS2812C-2020"
"LED16","LED_WS2812C-2020","230.5mm","10mm","230.5mm","10mm","231.5mm","9.5mm","T","360.00","WS2812C-2020"
"LED17","LED_WS2812C-2020","244.5mm","10mm","244.5mm","10mm","245.5mm","9.5mm","T","360.00","WS2812C-2020"
"LED18","LED_WS2812C-2020","258.5mm","10mm","258.5mm","10mm","259.5mm","9.5mm","T","360.00","WS2812C-2020"
"LED19","LED_WS2812C-2020","272.5mm","10mm","272.5mm","10mm","273.5mm","9.5mm","T","360.00","WS2812C-2020"
"LED20","LED_WS2812C-2020","286.5mm","10mm","286.5mm","10mm","287.5mm","9.5mm","T","360.00","WS2812C-2020"
"LED21","LED_WS2812C-2020","300.5mm","10mm","300.5mm","10mm","301.5mm","9.5mm","T","360.00","WS2812C-2020"
"LED22","LED_WS2812C-2020","314.5mm","10mm","314.5mm","10mm","315.5mm","9.5mm","T","360.00","WS2812C-2020"
"LED23","LED_WS2812C-2020","328.5mm","10mm","328.5mm","10mm","329.5mm","9.5mm","T","360.00","WS2812C-2020"
"LED24","LED_WS2812C-2020","342.5mm","10mm","342.5mm","10mm","343.5mm","9.5mm","T","360.00","WS2812C-2020"
"LED25","LED_WS2812C-2020","356.5mm","10mm","356.5mm","10mm","357.5mm","9.5mm","T","360.00","WS2812C-2020"
"LED26","LED_WS2812C-2020","370.5mm","10mm","370.5mm","10mm","371.5mm","9.5mm","T","360.00","WS2812C-2020"
"LED27","LED_WS2812C-2020","384.5mm","10mm","384.5mm","10mm","385.5mm","9.5mm","T","360.00","WS2812C-2020"
"C2","C_1608","34.5mm","10mm","34.5mm","10mm","34.5mm","9.3mm","B","90.00","104"
"C3","C_1608","48.5mm","10mm","48.5mm","10mm","48.5mm","9.3mm","B","90.00","104"
"C4","C_1608","62.5mm","10mm","62.5mm","10mm","62.5mm","9.3mm","B","90.00","104"
"C5","C_1608","76.5mm","10mm","76.5mm","10mm","76.5mm","9.3mm","B","90.00","104"
"C6","C_1608","90.5mm","10mm","90.5mm","10mm","90.5mm","9.3mm","B","90.00","104"
"C7","C_1608","104.5mm","10mm","104.5mm","10mm","104.5mm","9.3mm","B","90.00","104"
"C8","C_1608","118.5mm","10mm","118.5mm","10mm","118.5mm","9.3mm","B","90.00","104"
"C9","C_1608","132.5mm","10mm","132.5mm","10mm","132.5mm","9.3mm","B","90.00","104"
"C10","C_1608","146.5mm","10mm","146.5mm","10mm","146.5mm","9.3mm","B","90.00","104"
"C11","C_1608","160.5mm","10mm","160.5mm","10mm","160.5mm","9.3mm","B","90.00","104"
"C12","C_1608","174.5mm","10mm","174.5mm","10mm","174.5mm","9.3mm","B","90.00","104"
"C13","C_1608","188.5mm","10mm","188.5mm","10mm","188.5mm","9.3mm","B","90.00","104"
"C14","C_1608","202.5mm","10mm","202.5mm","10mm","202.5mm","9.3mm","B","90.00","104"
"C15","C_1608","216.5mm","10mm","216.5mm","10mm","216.5mm","9.3mm","B","90.00","104"
"C16","C_1608","230.5mm","10mm","230.5mm","10mm","230.5mm","9.3mm","B","90.00","104"
"C17","C_1608","244.5mm","10mm","244.5mm","10mm","244.5mm","9.3mm","B","90.00","104"
"C18","C_1608","258.5mm","10mm","258.5mm","10mm","258.5mm","9.3mm","B","90.00","104"
"C19","C_1608","272.5mm","10mm","272.5mm","10mm","272.5mm","9.3mm","B","90.00","104"
"C20","C_1608","286.5mm","10mm","286.5mm","10mm","286.5mm","9.3mm","B","90.00","104"
"C21","C_1608","300.5mm","10mm","300.5mm","10mm","300.5mm","9.3mm","B","90.00","104"
"C22","C_1608","314.5mm","10mm","314.5mm","10mm","314.5mm","9.3mm","B","90.00","104"
"C23","C_1608","328.5mm","10mm","328.5mm","10mm","328.5mm","9.3mm","B","90.00","104"
"C24","C_1608","342.5mm","10mm","342.5mm","10mm","342.5mm","9.3mm","B","90.00","104"
"C25","C_1608","356.5mm","10mm","356.5mm","10mm","356.5mm","9.3mm","B","90.00","104"
"C26","C_1608","370.5mm","10mm","370.5mm","10mm","370.5mm","9.3mm","B","90.00","104"
"C27","C_1608","384.5mm","10mm","384.5mm","10mm","384.5mm","9.3mm","B","90.00","104"
"LED28","LED_WS2812C-2020","6.5mm","24mm","6.5mm","24mm","7.5mm","23.5mm","T","360.00","WS2812C-2020"
"LED56","LED_WS2812C-2020","6.5mm","38mm","6.5mm","38mm","7.5mm","37.5mm","T","360.00","WS2812C-2020"
"LED84","LED_WS2812C-2020","6.5mm","52mm","6.5mm","52mm","7.5mm","51.5mm","T","360.00","WS2812C-2020"
"LED112","LED_WS2812C-2020","6.5mm","66mm","6.5mm","66mm","7.5mm","65.5mm","T","360.00","WS2812C-2020"
"LED140","LED_WS2812C-2020","6.5mm","80mm","6.5mm","80mm","7.5mm","79.5mm","T","360.00","WS2812C-2020"
"LED168","LED_WS2812C-2020","6.5mm","94mm","6.5mm","94mm","7.5mm","93.5mm","T","360.00","WS2812C-2020"
"LED196","LED_WS2812C-2020","6.5mm","108mm","6.5mm","108mm","7.5mm","107.5mm","T","360.00","WS2812C-2020"
"LED224","LED_WS2812C-2020","6.5mm","122mm","6.5mm","122mm","7.5mm","121.5mm","T","360.00","WS2812C-2020"
"LED252","LED_WS2812C-2020","6.5mm","136mm","6.5mm","136mm","7.5mm","135.5mm","T","360.00","WS2812C-2020"
"LED280","LED_WS2812C-2020","6.5mm","150mm","6.5mm","150mm","7.5mm","149.5mm","T","360.00","WS2812C-2020"
"LED308","LED_WS2812C-2020","6.5mm","164mm","6.5mm","164mm","7.5mm","163.5mm","T","360.00","WS2812C-2020"
"LED336","LED_WS2812C-2020","6.5mm","178mm","6.5mm","178mm","7.5mm","177.5mm","T","360.00","WS2812C-2020"
"LED364","LED_WS2812C-2020","6.5mm","192mm","6.5mm","192mm","7.5mm","191.5mm","T","360.00","WS2812C-2020"
"LED392","LED_WS2812C-2020","6.5mm","206mm","6.5mm","206mm","7.5mm","205.5mm","T","360.00","WS2812C-2020"
"LED420","LED_WS2812C-2020","6.5mm","220mm","6.5mm","220mm","7.5mm","219.5mm","T","360.00","WS2812C-2020"
"LED448","LED_WS2812C-2020","6.5mm","234mm","6.5mm","234mm","7.5mm","233.5mm","T","360.00","WS2812C-2020"
"LED476","LED_WS2812C-2020","6.5mm","248mm","6.5mm","248mm","7.5mm","247.5mm","T","360.00","WS2812C-2020"
"LED504","LED_WS2812C-2020","6.5mm","262mm","6.5mm","262mm","7.5mm","261.5mm","T","360.00","WS2812C-2020"
"LED532","LED_WS2812C-2020","6.5mm","276mm","6.5mm","276mm","7.5mm","275.5mm","T","360.00","WS2812C-2020"
"LED560","LED_WS2812C-2020","6.5mm","290mm","6.5mm","290mm","7.5mm","289.5mm","T","360.00","WS2812C-2020"
"LED588","LED_WS2812C-2020","6.5mm","304mm","6.5mm","304mm","7.5mm","303.5mm","T","360.00","WS2812C-2020"
"LED616","LED_WS2812C-2020","6.5mm","318mm","6.5mm","318mm","7.5mm","317.5mm","T","360.00","WS2812C-2020"
"LED644","LED_WS2812C-2020","6.5mm","332mm","6.5mm","332mm","7.5mm","331.5mm","T","360.00","WS2812C-2020"
"LED672","LED_WS2812C-2020","6.5mm","346mm","6.5mm","346mm","7.5mm","345.5mm","T","360.00","WS2812C-2020"
"LED700","LED_WS2812C-2020","6.5mm","360mm","6.5mm","360mm","7.5mm","359.5mm","T","360.00","WS2812C-2020"
"LED728","LED_WS2812C-2020","6.5mm","374mm","6.5mm","374mm","7.5mm","373.5mm","T","360.00","WS2812C-2020"
"LED756","LED_WS2812C-2020","6.5mm","388mm","6.5mm","388mm","7.5mm","387.5mm","T","360.00","WS2812C-2020"
"LED784","LED_WS2812C-2020","6.5mm","402mm","6.5mm","402mm","7.5mm","401.5mm","T","360.00","WS2812C-2020"
"LED812","LED_WS2812C-2020","6.5mm","416mm","6.5mm","416mm","7.5mm","415.5mm","T","360.00","WS2812C-2020"
"LED840","LED_WS2812C-2020","6.5mm","430mm","6.5mm","430mm","7.5mm","429.5mm","T","360.00","WS2812C-2020"
"LED868","LED_WS2812C-2020","6.5mm","444mm","6.5mm","444mm","7.5mm","443.5mm","T","360.00","WS2812C-2020"
"LED896","LED_WS2812C-2020","6.5mm","458mm","6.5mm","458mm","7.5mm","457.5mm","T","360.00","WS2812C-2020"
"LED924","LED_WS2812C-2020","6.5mm","472mm","6.5mm","472mm","7.5mm","471.5mm","T","360.00","WS2812C-2020"
"LED952","LED_WS2812C-2020","6.5mm","486mm","6.5mm","486mm","7.5mm","485.5mm","T","360.00","WS2812C-2020"
"C28","C_1608","6.5mm","24mm","6.5mm","24mm","6.5mm","23.3mm","B","90.00","104"
"C56","C_1608","6.5mm","38mm","6.5mm","38mm","6.5mm","37.3mm","B","90.00","104"
"C84","C_1608","6.5mm","52mm","6.5mm","52mm","6.5mm","51.3mm","B","90.00","104"
"C112","C_1608","6.5mm","66mm","6.5mm","66mm","6.5mm","65.3mm","B","90.00","104"
"C140","C_1608","6.5mm","80mm","6.5mm","80mm","6.5mm","79.3mm","B","90.00","104"
"C168","C_1608","6.5mm","94mm","6.5mm","94mm","6.5mm","93.3mm","B","90.00","104"
"C196","C_1608","6.5mm","108mm","6.5mm","108mm","6.5mm","107.3mm","B","90.00","104"
"C224","C_1608","6.5mm","122mm","6.5mm","122mm","6.5mm","121.3mm","B","90.00","104"
"C252","C_1608","6.5mm","136mm","6.5mm","136mm","6.5mm","135.3mm","B","90.00","104"
"C280","C_1608","6.5mm","150mm","6.5mm","150mm","6.5mm","149.3mm","B","90.00","104"
"C308","C_1608","6.5mm","164mm","6.5mm","164mm","6.5mm","163.3mm","B","90.00","104"
"C336","C_1608","6.5mm","178mm","6.5mm","178mm","6.5mm","177.3mm","B","90.00","104"
"C364","C_1608","6.5mm","192mm","6.5mm","192mm","6.5mm","191.3mm","B","90.00","104"
"C392","C_1608","6.5mm","206mm","6.5mm","206mm","6.5mm","205.3mm","B","90.00","104"
"C420","C_1608","6.5mm","220mm","6.5mm","220mm","6.5mm","219.3mm","B","90.00","104"
"C448","C_1608","6.5mm","234mm","6.5mm","234mm","6.5mm","233.3mm","B","90.00","104"
"C476","C_1608","6.5mm","248mm","6.5mm","248mm","6.5mm","247.3mm","B","90.00","104"
"C504","C_1608","6.5mm","262mm","6.5mm","262mm","6.5mm","261.3mm","B","90.00","104"
"C532","C_1608","6.5mm","276mm","6.5mm","276mm","6.5mm","275.3mm","B","90.00","104"
"C560","C_1608","6.5mm","290mm","6.5mm","290mm","6.5mm","289.3mm","B","90.00","104"
"C588","C_1608","6.5mm","304mm","6.5mm","304mm","6.5mm","303.3mm","B","90.00","104"
"C616","C_1608","6.5mm","318mm","6.5mm","318mm","6.5mm","317.3mm","B","90.00","104"
"C644","C_1608","6.5mm","332mm","6.5mm","332mm","6.5mm","331.3mm","B","90.00","104"
"C672","C_1608","6.5mm","346mm","6.5mm","346mm","6.5mm","345.3mm","B","90.00","104"
"C700","C_1608","6.5mm","360mm","6.5mm","360mm","6.5mm","359.3mm","B","90.00","104"
"C728","C_1608","6.5mm","374mm","6.5mm","374mm","6.5mm","373.3mm","B","90.00","104"
"C756","C_1608","6.5mm","388mm","6.5mm","388mm","6.5mm","387.3mm","B","90.00","104"
"C784","C_1608","6.5mm","402mm","6.5mm","402mm","6.5mm","401.3mm","B","90.00","104"
"C812","C_1608","6.5mm","416mm","6.5mm","416mm","6.5mm","415.3mm","B","90.00","104"
"C840","C_1608","6.5mm","430mm","6.5mm","430mm","6.5mm","429.3mm","B","90.00","104"
"C868","C_1608","6.5mm","444mm","6.5mm","444mm","6.5mm","443.3mm","B","90.00","104"
"C896","C_1608","6.5mm","458mm","6.5mm","458mm","6.5mm","457.3mm","B","90.00","104"
"C924","C_1608","6.5mm","472mm","6.5mm","472mm","6.5mm","471.3mm","B","90.00","104"
"C952","C_1608","6.5mm","486mm","6.5mm","486mm","6.5mm","485.3mm","B","90.00","104"
"LED29","LED_WS2812C-2020","20.5mm","24mm","20.5mm","24mm","21.5mm","23.5mm","T","360.00","WS2812C-2020"
"LED57","LED_WS2812C-2020","20.5mm","38mm","20.5mm","38mm","21.5mm","37.5mm","T","360.00","WS2812C-2020"
"LED85","LED_WS2812C-2020","20.5mm","52mm","20.5mm","52mm","21.5mm","51.5mm","T","360.00","WS2812C-2020"
"LED113","LED_WS2812C-2020","20.5mm","66mm","20.5mm","66mm","21.5mm","65.5mm","T","360.00","WS2812C-2020"
"LED141","LED_WS2812C-2020","20.5mm","80mm","20.5mm","80mm","21.5mm","79.5mm","T","360.00","WS2812C-2020"
"LED169","LED_WS2812C-2020","20.5mm","94mm","20.5mm","94mm","21.5mm","93.5mm","T","360.00","WS2812C-2020"
"LED197","LED_WS2812C-2020","20.5mm","108mm","20.5mm","108mm","21.5mm","107.5mm","T","360.00","WS2812C-2020"
"LED225","LED_WS2812C-2020","20.5mm","122mm","20.5mm","122mm","21.5mm","121.5mm","T","360.00","WS2812C-2020"
"LED253","LED_WS2812C-2020","20.5mm","136mm","20.5mm","136mm","21.5mm","135.5mm","T","360.00","WS2812C-2020"
"LED281","LED_WS2812C-2020","20.5mm","150mm","20.5mm","150mm","21.5mm","149.5mm","T","360.00","WS2812C-2020"
"LED309","LED_WS2812C-2020","20.5mm","164mm","20.5mm","164mm","21.5mm","163.5mm","T","360.00","WS2812C-2020"
"LED337","LED_WS2812C-2020","20.5mm","178mm","20.5mm","178mm","21.5mm","177.5mm","T","360.00","WS2812C-2020"
"LED365","LED_WS2812C-2020","20.5mm","192mm","20.5mm","192mm","21.5mm","191.5mm","T","360.00","WS2812C-2020"
"LED393","LED_WS2812C-2020","20.5mm","206mm","20.5mm","206mm","21.5mm","205.5mm","T","360.00","WS2812C-2020"
"LED421","LED_WS2812C-2020","20.5mm","220mm","20.5mm","220mm","21.5mm","219.5mm","T","360.00","WS2812C-2020"
"LED449","LED_WS2812C-2020","20.5mm","234mm","20.5mm","234mm","21.5mm","233.5mm","T","360.00","WS2812C-2020"
"LED477","LED_WS2812C-2020","20.5mm","248mm","20.5mm","248mm","21.5mm","247.5mm","T","360.00","WS2812C-2020"
"LED505","LED_WS2812C-2020","20.5mm","262mm","20.5mm","262mm","21.5mm","261.5mm","T","360.00","WS2812C-2020"
"LED533","LED_WS2812C-2020","20.5mm","276mm","20.5mm","276mm","21.5mm","275.5mm","T","360.00","WS2812C-2020"
"LED561","LED_WS2812C-2020","20.5mm","290mm","20.5mm","290mm","21.5mm","289.5mm","T","360.00","WS2812C-2020"
"LED589","LED_WS2812C-2020","20.5mm","304mm","20.5mm","304mm","21.5mm","303.5mm","T","360.00","WS2812C-2020"
"LED617","LED_WS2812C-2020","20.5mm","318mm","20.5mm","318mm","21.5mm","317.5mm","T","360.00","WS2812C-2020"
"LED645","LED_WS2812C-2020","20.5mm","332mm","20.5mm","332mm","21.5mm","331.5mm","T","360.00","WS2812C-2020"
"LED673","LED_WS2812C-2020","20.5mm","346mm","20.5mm","346mm","21.5mm","345.5mm","T","360.00","WS2812C-2020"
"LED701","LED_WS2812C-2020","20.5mm","360mm","20.5mm","360mm","21.5mm","359.5mm","T","360.00","WS2812C-2020"
"LED729","LED_WS2812C-2020","20.5mm","374mm","20.5mm","374mm","21.5mm","373.5mm","T","360.00","WS2812C-2020"
"LED757","LED_WS2812C-2020","20.5mm","388mm","20.5mm","388mm","21.5mm","387.5mm","T","360.00","WS2812C-2020"
"LED785","LED_WS2812C-2020","20.5mm","402mm","20.5mm","402mm","21.5mm","401.5mm","T","360.00","WS2812C-2020"
"LED813","LED_WS2812C-2020","20.5mm","416mm","20.5mm","416mm","21.5mm","415.5mm","T","360.00","WS2812C-2020"
"LED841","LED_WS2812C-2020","20.5mm","430mm","20.5mm","430mm","21.5mm","429.5mm","T","360.00","WS2812C-2020"
"LED869","LED_WS2812C-2020","20.5mm","444mm","20.5mm","444mm","21.5mm","443.5mm","T","360.00","WS2812C-2020"
"LED897","LED_WS2812C-2020","20.5mm","458mm","20.5mm","458mm","21.5mm","457.5mm","T","360.00","WS2812C-2020"
"LED925","LED_WS2812C-2020","20.5mm","472mm","20.5mm","472mm","21.5mm","471.5mm","T","360.00","WS2812C-2020"
"LED953","LED_WS2812C-2020","20.5mm","486mm","20.5mm","486mm","21.5mm","485.5mm","T","360.00","WS2812C-2020"
"C29","C_1608","20.5mm","24mm","20.5mm","24mm","20.5mm","23.3mm","B","90.00","104"
"C57","C_1608","20.5mm","38mm","20.5mm","38mm","20.5mm","37.3mm","B","90.00","104"
"C85","C_1608","20.5mm","52mm","20.5mm","52mm","20.5mm","51.3mm","B","90.00","104"
"C113","C_1608","20.5mm","66mm","20.5mm","66mm","20.5mm","65.3mm","B","90.00","104"
"C141","C_1608","20.5mm","80mm","20.5mm","80mm","20.5mm","79.3mm","B","90.00","104"
"C169","C_1608","20.5mm","94mm","20.5mm","94mm","20.5mm","93.3mm","B","90.00","104"
"C197","C_1608","20.5mm","108mm","20.5mm","108mm","20.5mm","107.3mm","B","90.00","104"
"C225","C_1608","20.5mm","122mm","20.5mm","122mm","20.5mm","121.3mm","B","90.00","104"
"C253","C_1608","20.5mm","136mm","20.5mm","136mm","20.5mm","135.3mm","B","90.00","104"
"C281","C_1608","20.5mm","150mm","20.5mm","150mm","20.5mm","149.3mm","B","90.00","104"
"C309","C_1608","20.5mm","164mm","20.5mm","164mm","20.5mm","163.3mm","B","90.00","104"
"C337","C_1608","20.5mm","178mm","20.5mm","178mm","20.5mm","177.3mm","B","90.00","104"
"C365","C_1608","20.5mm","192mm","20.5mm","192mm","20.5mm","191.3mm","B","90.00","104"
"C393","C_1608","20.5mm","206mm","20.5mm","206mm","20.5mm","205.3mm","B","90.00","104"
"C421","C_1608","20.5mm","220mm","20.5mm","220mm","20.5mm","219.3mm","B","90.00","104"
"C449","C_1608","20.5mm","234mm","20.5mm","234mm","20.5mm","233.3mm","B","90.00","104"
"C477","C_1608","20.5mm","248mm","20.5mm","248mm","20.5mm","247.3mm","B","90.00","104"
"C505","C_1608","20.5mm","262mm","20.5mm","262mm","20.5mm","261.3mm","B","90.00","104"
"C533","C_1608","20.5mm","276mm","20.5mm","276mm","20.5mm","275.3mm","B","90.00","104"
"C561","C_1608","20.5mm","290mm","20.5mm","290mm","20.5mm","289.3mm","B","90.00","104"
